Date_ymd, Time_Absolute_hms, Time_Relative_hms, Time_Relative_s, Time_Lag_s, Duration_s, Observation_Name, Log_File_Name, Actor, Behavior, Receiver, Modifier_1, Modifier_2, Modifier_3, Modifier_4, Modifier_5, Modifier_6, Other_Modifiers, Event_Type, Observer_ID, Coding_Scheme
2020-11-23, 10:13:53, 00:12:07, 727.653, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201123_100145.csv", "1", "Patient",, "5-10 seconds",,,,,,, State stop, 1234, HCWtest
2020-11-23, 10:13:53, 00:12:07, 727.653, 19.826, 22.335, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201123_100145.csv", "1", "Patient",, "10-30 seconds ",,,,,,, State start, 1234, HCWtest
2020-11-23, 10:14:15, 00:12:29, 749.988, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201123_100145.csv", "1", "Patient",, "10-30 seconds ",,,,,,, State stop, 1234, HCWtest
2020-11-23, 10:14:15, 00:12:29, 749.988, 15.652, 42.595, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201123_100145.csv", "1", "Notes",, "5-10 seconds",,,,,,, State start, 1234, HCWtest
2020-11-23, 10:14:58, 00:13:12, 792.583, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201123_100145.csv", "1", "Notes",, "5-10 seconds",,,,,,, State stop, 1234, HCWtest
2020-11-23, 10:14:58, 00:13:12, 792.583, 4.231, 48.543, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201123_100145.csv", "1", "Door",, "5-10 seconds",,,,,,, State start, 1234, HCWtest
2020-11-23, 10:15:46, 00:14:01, 841.126, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201123_100145.csv", "1", "Door",, "5-10 seconds",,,,,,, State stop, 1234, HCWtest
2020-11-23, 10:15:46, 00:14:01, 841.126, 4.597, 23.759, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201123_100145.csv", "1", "Door",, "10-30 seconds ",,,,,,, State start, 1234, HCWtest
2020-11-23, 10:16:10, 00:14:24, 864.885, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201123_100145.csv", "1", "Door",, "10-30 seconds ",,,,,,, State stop, 1234, HCWtest
2020-11-23, 10:16:10, 00:14:24, 864.885, 19.410, 31.840, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201123_100145.csv", "1", "Notes",, "5-10 seconds",,,,,,, State start, 1234, HCWtest
2020-11-23, 10:16:42, 00:14:56, 896.725, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201123_100145.csv", "1", "Notes",, "5-10 seconds",,,,,,, State stop, 1234, HCWtest
2020-11-23, 10:16:42, 00:14:56, 896.725, 57.331, 61.308, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201123_100145.csv", "1", "Sink",, "Over 30 seconds",,,,,,, State start, 1234, HCWtest
2020-11-23, 10:17:43, 00:15:58, 958.033, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201123_100145.csv", "1", "Sink",, "Over 30 seconds",,,,,,, State stop, 1234, HCWtest
