Date_ymd, Time_Absolute_hms, Time_Relative_hms, Time_Relative_s, Time_Lag_s, Duration_s, Observation_Name, Log_File_Name, Actor, Behavior, Receiver, Modifier_1, Modifier_2, Modifier_3, Modifier_4, Modifier_5, Modifier_6, Other_Modifiers, Event_Type, Observer_ID, Coding_Scheme
2020-11-30, 13:56:57, 00:11:45, 705.676, 36.929, 38.431, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Patient",, "10-30 seconds ",,,,,,, State start, 1234, HCWtest
2020-11-30, 13:57:36, 00:12:24, 744.108, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Patient",, "10-30 seconds ",,,,,,, State stop, 1234, HCWtest
2020-11-30, 13:57:36, 00:12:24, 744.108, 6.614, 7.606, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Notes",, "5-10 seconds",,,,,,, State start, 1234, HCWtest
2020-11-30, 13:57:43, 00:12:31, 751.713, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Notes",, "5-10 seconds",,,,,,, State stop, 1234, HCWtest
2020-11-30, 13:57:43, 00:12:31, 751.713, 8.655, 11.322, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Patient",, "1-5 seconds",,,,,,, State start, 1234, HCWtest
2020-11-30, 13:57:55, 00:12:43, 763.035, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Patient",, "1-5 seconds",,,,,,, State stop, 1234, HCWtest
2020-11-30, 13:57:55, 00:12:43, 763.035, 7.139, 12.005, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Notes",, "10-30 seconds ",,,,,,, State start, 1234, HCWtest
2020-11-30, 13:58:07, 00:12:55, 775.040, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Notes",, "10-30 seconds ",,,,,,, State stop, 1234, HCWtest
2020-11-30, 13:58:07, 00:12:55, 775.040, 66.771, 77.578, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Notes",, "Over 30 seconds",,,,,,, State start, 1234, HCWtest
2020-11-30, 13:59:24, 00:14:12, 852.619, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Notes",, "Over 30 seconds",,,,,,, State stop, 1234, HCWtest
2020-11-30, 13:59:24, 00:14:12, 852.619, 38.289, 44.788, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Patient",, "Over 30 seconds",,,,,,, State start, 1234, HCWtest
2020-11-30, 14:00:09, 00:14:57, 897.406, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Patient",, "Over 30 seconds",,,,,,, State stop, 1234, HCWtest
2020-11-30, 14:00:09, 00:14:57, 897.406, 29.991, 31.248, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Notes",, "Over 30 seconds",,,,,,, State start, 1234, HCWtest
2020-11-30, 14:00:40, 00:15:28, 928.654, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Notes",, "Over 30 seconds",,,,,,, State stop, 1234, HCWtest
2020-11-30, 14:00:40, 00:15:28, 928.654, 4.383, 5.708, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Patient",, "1-5 seconds",,,,,,, State start, 1234, HCWtest
2020-11-30, 14:00:46, 00:15:34, 934.363, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Patient",, "1-5 seconds",,,,,,, State stop, 1234, HCWtest
2020-11-30, 14:00:46, 00:15:34, 934.363, 2.315, 4.624, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Notes",, "1-5 seconds",,,,,,, State start, 1234, HCWtest
2020-11-30, 14:00:51, 00:15:38, 938.986, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Notes",, "1-5 seconds",,,,,,, State stop, 1234, HCWtest
2020-11-30, 14:00:51, 00:15:38, 938.986, 21.584, 29.716, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Notes",, "5-10 seconds",,,,,,, State start, 1234, HCWtest
2020-11-30, 14:01:20, 00:16:08, 968.703, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Notes",, "5-10 seconds",,,,,,, State stop, 1234, HCWtest
2020-11-30, 14:01:20, 00:16:08, 968.703, 1.882, 3.033, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Door",, "1-5 seconds",,,,,,, State start, 1234, HCWtest
2020-11-30, 14:01:23, 00:16:11, 971.735, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Door",, "1-5 seconds",,,,,,, State stop, 1234, HCWtest
2020-11-30, 14:01:23, 00:16:11, 971.735, 4.790, 8.125, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Sink",, "Over 30 seconds",,,,,,, State start, 1234, HCWtest
2020-11-30, 14:01:32, 00:16:19, 979.860, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_134512.csv", "1", "Sink",, "Over 30 seconds",,,,,,, State stop, 1234, HCWtest
