Date_ymd, Time_Absolute_hms, Time_Relative_hms, Time_Relative_s, Time_Lag_s, Duration_s, Observation_Name, Log_File_Name, Actor, Behavior, Receiver, Modifier_1, Modifier_2, Modifier_3, Modifier_4, Modifier_5, Modifier_6, Other_Modifiers, Event_Type, Observer_ID, Coding_Scheme
2020-12-07, 14:20:06, 00:00:00, 0.000, 8.605, 13.179, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_142006.csv", "1", "Notes",, "1-5 seconds",,,,,,, State start, 1234, HCWtest
2020-12-07, 14:20:19, 00:00:13, 13.179, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_142006.csv", "1", "Notes",, "1-5 seconds",,,,,,, State stop, 1234, HCWtest
2020-12-07, 14:20:19, 00:00:13, 13.179, 28.173, 29.382, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_142006.csv", "1", "Notes",, "Over 30 seconds",,,,,,, State start, 1234, HCWtest
2020-12-07, 14:20:48, 00:00:42, 42.561, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_142006.csv", "1", "Notes",, "Over 30 seconds",,,,,,, State stop, 1234, HCWtest
2020-12-07, 14:20:48, 00:00:42, 42.561, 42.759, 44.387, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_142006.csv", "1", "Patient",, "10-30 seconds ",,,,,,, State start, 1234, HCWtest
2020-12-07, 14:21:33, 00:01:26, 86.948, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_142006.csv", "1", "Patient",, "10-30 seconds ",,,,,,, State stop, 1234, HCWtest
2020-12-07, 14:21:33, 00:01:26, 86.948, 2.325, 3.439, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_142006.csv", "1", "Notes",, "1-5 seconds",,,,,,, State start, 1234, HCWtest
2020-12-07, 14:21:36, 00:01:30, 90.388, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_142006.csv", "1", "Notes",, "1-5 seconds",,,,,,, State stop, 1234, HCWtest
2020-12-07, 14:21:36, 00:01:30, 90.388, 4.831, 8.758, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_142006.csv", "1", "Sink",, "Over 30 seconds",,,,,,, State start, 1234, HCWtest
2020-12-07, 14:21:45, 00:01:39, 99.145, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_142006.csv", "1", "Sink",, "Over 30 seconds",,,,,,, State stop, 1234, HCWtest
