Date_ymd, Time_Absolute_hms, Time_Relative_hms, Time_Relative_s, Time_Lag_s, Duration_s, Observation_Name, Log_File_Name, Actor, Behavior, Receiver, Modifier_1, Modifier_2, Modifier_3, Modifier_4, Modifier_5, Modifier_6, Other_Modifiers, Event_Type, Observer_ID, Coding_Scheme
2020-11-23, 08:57:43, 00:00:00, 0.000, 17.452, 20.321, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201123_085743.csv", "1", "Sink",, "5-10 seconds",,,,,,, State start, 1234, HCWtest
2020-11-23, 08:58:03, 00:00:20, 20.321, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201123_085743.csv", "1", "Sink",, "5-10 seconds",,,,,,, State stop, 1234, HCWtest
